id,name,description,color,layer,connections_count
"processo-auto-reprodutor-de-informação","processo auto-reprodutor de informação","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"processo-participativo-contínuo","processo participativo
                                contínuo","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"processo-técnico-de-trabalho","processo técnico de trabalho","Conceito extraído de: Capítulo 5: Marx e a Crítica da Economia Política","#ef4444",-1,0
"processos-recursivos","processos recursivos","Conceito extraído de: Capítulo 6: Cibernética — Controle, Comunicação e Sociedade","#10b981",0,0
"produtivas","produtivas","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"produtivos-normais-heterossexuais-reprodutores","produtivos, normais, heterossexuais,
                                reprodutores","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"produto-do-trabalho-humano","produto do trabalho humano","Conceito extraído de: Capítulo 11: A Síntese Informacional","#ef4444",-1,0
"produtos-de-bem-estar-mental","produtos de bem-estar mental","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"produtos-de-previsão","produtos de previsão","Conceito extraído de: Capítulo 3: Capitalismo Digital — Uma Primeira Aproximação","#10b981",0,0
"produz","produz","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"produzem","produzem","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"produzida","produzida","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"produzida-algoritmicamente","produzida
                        algoritmicamente","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"produzido","produzido","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"produzir-90%-menos-smartphones-globalmente","produzir 90% menos smartphones
                        globalmente","Conceito extraído de: Recursos para Ação","#10b981",0,0
"produção-biopolítica","produção biopolítica","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"produção-de-vida-nua","produção de vida nua","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"produção-do-comum","produção do Comum","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#3b82f6",1,0
"profissionais-de-limpeza","profissionais de
                        limpeza","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"profundamente-problemáticos","profundamente problemáticos","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"programas-estatais-de-detecção-precoce-de-talentos","programas estatais de detecção precoce de talentos","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"progressista","progressista","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"proibição-não-foi-cumprida","proibição não foi cumprida","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"projeto-cultural","projeto cultural","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"projeto-nacional","projeto nacional","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"prolifera","prolifera","Conceito extraído de: Bibliografia Comentada — Cartografia para Expansão Rizomática","#10b981",0,0
"promotor-ativo-da-morte","promotor ativo
                        da
                        morte","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"propaganda-do-existente","propaganda do existente","Conceito extraído de: Capítulo 7: Marxismo e Tecnologia — Debates Clássicos","#10b981",0,0
"proposições-verdadeiras-que-não-podem-ser-provadas-dentro-do-sistema","proposições
                            verdadeiras que não podem ser provadas dentro do sistema","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"proposta","proposta","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#3b82f6",1,0
"propostas-acionáveis","propostas acionáveis","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#3b82f6",1,0
"propostas-concretas-não-capturáveis","propostas concretas não-capturáveis","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#3b82f6",1,0
"propriedade-social","propriedade
                            social","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"propriedade-social","propriedade social","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"propriedade-casta-classe","propriedade, casta, classe","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"proto-ciência-filosófica","proto-ciência filosófica","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"protocolo-aberto","protocolo aberto","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"protocolo-de-governança","protocolo de governança","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"protocolo-universal","protocolo universal","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"protocolo-é-a-forma-de-poder-característica-da-era-digital","protocolo é a forma de poder característica da era digital","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"protocolos-diferentes","protocolos
                        diferentes","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"protocolos-abertos","protocolos abertos","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#10b981",0,0
"protocolos-técnicos","protocolos técnicos","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"protocolos-técnicos-moldam-pensamento-coletivo","protocolos técnicos moldam pensamento
                        coletivo","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"protótipos-funcionais","protótipos funcionais","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"prática","prática","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"práxis","práxis","Conceito extraído de: Capítulo 1: Introdução ao Marxismo — Mercadoria, Valor e Capital","#10b981",0,0
"práxis-anti-extrativista","práxis anti-extrativista.","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"práxis-concretizada","práxis concretizada","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"práxis-de-resistência","práxis de resistência","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"pré-condição","pré-condição","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"pré-estatais","pré-estatais","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"pseudo-individualização","pseudo-individualização","Conceito extraído de: Capítulo 7: Marxismo e Tecnologia — Debates Clássicos","#10b981",0,0
"psilocibina","psilocibina","Conceito extraído de: Capítulo 16: A Farmácia Global e a Guerra às Drogas Digital","#10b981",0,0
"pull-request","pull
                        request","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"punições-automatizadas","punições automatizadas","Conceito extraído de: Capítulo 25: O Dragão Cibernético: China e a Explosão Informacional da Cibernética de Segunda
                    Ordem","#10b981",0,0
"puro","puro","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"pânico-moral","pânico moral","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"pânico-moral-20","pânico moral 2.0","Conceito extraído de: Capítulo 16: A Farmácia Global e a Guerra às Drogas Digital","#10b981",0,0
"pós-crise-do-petróleo-1973","pós-crise do petróleo (1973)","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"pós-fordismo","pós-fordismo","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"públicas-planejadas-eco-centradas","públicas, planejadas,
                                eco-centradas","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"público-gratuito-nacional","público, gratuito, nacional.","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"quais-formas-de-comunicação-são-permitidas","quais formas de comunicação são permitidas","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"qual","qual","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"qual-custo-importa","qual custo
                            importa?","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"qual-é-o-tekoa-da-era-digital","qual é o
                        Tekoa
                        da era digital?","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"qualquer-um","qualquer um","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"quantidades-absurdas-de-energia","quantidades absurdas de
                                energia","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"quanto","quanto","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"quase-aconteceram","quase aconteceram","Conceito extraído de: Capítulo 24: Políticas para o Antropoceno Digital","#10b981",0,0
"quatro-experimentos-políticos-divergentes","quatro experimentos políticos
                                divergentes","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"quem-controla","quem
                        controla","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
